no[#]	date_a	time_a	date_b	time_b	PA_a[deg]	PA_b[deg]	clong a[deg]	clong b[deg]	hlong a[deg]	hlong b[deg]	angle e-a[deg]	angle b-e[deg]	angle b-a[deg]	evento_a	evento_b	preevento_a_1h	preevento_b_1h	preevento_a_2h	preevento_b_2h	pre_a_1h_download_c2	pre_b_1h_download_c2	pre_a_2h_download_c2	pre_b_2h_download_c2
51	2007-06-10	10:22:30	2007-06-10	10:53:26	135	135	149.905	137.848	7.674	-4.383	7.747	*	*	2007-06-10 10:22:30	2007-06-10 10:53:26	2007-06-10 09:22:30	2007-06-10 09:53:26	2007-06-10 08:22:30	2007-06-10 08:53:26	/gehme/data/soho/lasco/level_05/c2/20070610/22256029.fts	/gehme/data/soho/lasco/level_05/c2/20070610/22256030.fts	/gehme/data/soho/lasco/level_05/c2/20070610/22256026.fts	/gehme/data/soho/lasco/level_05/c2/20070610/22256027.fts
52	2007-06-12	03:52:30	2007-06-12	06:53:26	45	45	127.186	114.826	7.843	-4.518	7.916	4.601	12.513	2007-06-12 03:52:30	2007-06-12 06:53:26	2007-06-12 02:52:30	2007-06-12 05:53:26	2007-06-12 01:52:30	2007-06-12 04:53:26	/gehme/data/soho/lasco/level_05/c2/20070612/22256149.fts	/gehme/data/soho/lasco/level_05/c2/20070612/22256158.fts	/gehme/data/soho/lasco/level_05/c2/20070612/22256146.fts	/gehme/data/soho/lasco/level_05/c2/20070612/22256155.fts
53	2007-06-17	07:52:30	2007-06-17	07:53:28	270	270	59.309	46.021	8.352	-4.936	8.425	*	*	2007-06-17 07:52:30	2007-06-17 07:53:28	2007-06-17 06:52:30	2007-06-17 06:53:28	2007-06-17 05:52:30	2007-06-17 05:53:28	/gehme/data/soho/lasco/level_05/c2/20070617/22256503.fts	/gehme/data/soho/lasco/level_05/c2/20070617/22256503.fts	/gehme/data/soho/lasco/level_05/c2/20070617/22256500.fts	/gehme/data/soho/lasco/level_05/c2/20070617/22256500.fts
54	2007-06-19	15:22:30	2007-06-19	16:23:28	270	270	28.932	15.219	8.584	-5.128	8.656	*	*	2007-06-19 15:22:30	2007-06-19 16:23:28	2007-06-19 14:22:30	2007-06-19 15:23:28	2007-06-19 13:22:30	2007-06-19 14:23:28	/gehme/data/soho/lasco/level_05/c2/20070619/22256662.fts	/gehme/data/soho/lasco/level_05/c2/20070619/22256665.fts	/gehme/data/soho/lasco/level_05/c2/20070619/22256659.fts	/gehme/data/soho/lasco/level_05/c2/20070619/22256662.fts
55	2007-06-27	05:52:30	2007-06-27	12:53:30	225	225	289.053	273.908	9.362	-5.784	9.426	5.863	*	2007-06-27 05:52:30	2007-06-27 12:53:30	2007-06-27 04:52:30	2007-06-27 11:53:30	2007-06-27 03:52:30	2007-06-27 10:53:30	/gehme/data/soho/lasco/level_05/c2/20070627/22257175.fts	/gehme/data/soho/lasco/level_05/c2/20070627/22257195.fts	/gehme/data/soho/lasco/level_05/c2/20070627/22257172.fts	/gehme/data/soho/lasco/level_05/c2/20070627/22257192.fts
56	2007-06-29	17:52:30	2007-06-29	23:53:30	270	270	256.221	240.593	9.622	-6.007	9.682	6.084	*	2007-06-29 17:52:30	2007-06-29 23:53:30	2007-06-29 16:52:30	2007-06-29 22:53:30	2007-06-29 15:52:30	2007-06-29 21:53:30	/gehme/data/soho/lasco/level_05/c2/20070629/22257346.fts	/gehme/data/soho/lasco/level_05/c2/20070629/22257366.fts	/gehme/data/soho/lasco/level_05/c2/20070629/22257343.fts	/gehme/data/soho/lasco/level_05/c2/20070629/22257363.fts
57	2007-06-30	05:22:30	2007-06-30	12:53:31	315	315	249.928	234.207	9.672	-6.050	9.731	*	*	2007-06-30 05:22:30	2007-06-30 12:53:31	2007-06-30 04:22:30	2007-06-30 11:53:31	2007-06-30 03:22:30	2007-06-30 10:53:31	/gehme/data/soho/lasco/level_05/c2/20070630/22257381.fts	/gehme/data/soho/lasco/level_05/c2/20070630/22257400.fts	/gehme/data/soho/lasco/level_05/c2/20070630/22257380.fts	/gehme/data/soho/lasco/level_05/c2/20070630/22257397.fts
58	2007-07-04	12:22:30	2007-07-04	13:23:31	90	90	193.572	177.008	10.122	-6.442	10.172	*	*	2007-07-04 12:22:30	2007-07-04 13:23:31	2007-07-04 11:22:30	2007-07-04 12:23:31	2007-07-04 10:22:30	2007-07-04 11:23:31	/gehme/data/soho/lasco/level_05/c2/20070704/22257677.fts	/gehme/data/soho/lasco/level_05/c2/20070704/22257680.fts	/gehme/data/soho/lasco/level_05/c2/20070704/22257674.fts	/gehme/data/soho/lasco/level_05/c2/20070704/22257677.fts
59	2007-07-08	05:52:30	2007-07-08	06:53:32	90	90	144.608	127.300	10.515	-6.793	10.556	6.860	*	2007-07-08 05:52:30	2007-07-08 06:53:32	2007-07-08 04:52:30	2007-07-08 05:53:32	2007-07-08 03:52:30	2007-07-08 04:53:32	/gehme/data/soho/lasco/level_05/c2/20070708/22257934.fts	/gehme/data/soho/lasco/level_05/c2/20070708/22257936.fts	/gehme/data/soho/lasco/level_05/c2/20070708/22257932.fts	/gehme/data/soho/lasco/level_05/c2/20070708/22257934.fts
60	2007-07-08	20:22:30	2007-07-08	21:23:32	90	90	136.676	119.246	10.579	-6.851	10.618	6.917	17.534	2007-07-08 20:22:30	2007-07-08 21:23:32	2007-07-08 19:22:30	2007-07-08 20:23:32	2007-07-08 18:22:30	2007-07-08 19:23:32	/gehme/data/soho/lasco/level_05/c2/20070708/22257974.fts	/gehme/data/soho/lasco/level_05/c2/20070708/22257977.fts	/gehme/data/soho/lasco/level_05/c2/20070708/22257972.fts	/gehme/data/soho/lasco/level_05/c2/20070708/22257974.fts
61	2007-07-09	06:52:30	2007-07-09	*	45	*	130.932	113.414	10.625	-6.893	10.663	6.958	17.620	2007-07-09 06:52:30		2007-07-09 05:52:30	NaT	2007-07-09 04:52:30	NaT	/gehme/data/soho/lasco/level_05/c2/20070709/22258006.fts	*	/gehme/data/soho/lasco/level_05/c2/20070709/22258003.fts	*
62	2007-07-10	00:22:30	2007-07-10	*	45	*	121.359	103.694	10.702	-6.963	10.738	7.027	17.764	2007-07-10 00:22:30		2007-07-09 23:22:30	NaT	2007-07-09 22:22:30	NaT	/gehme/data/soho/lasco/level_05/c2/20070709/22258058.fts	*	/gehme/data/soho/lasco/level_05/c2/20070709/22258056.fts	*
63	2007-07-11	09:52:30	2007-07-11	13:53:32	90	90	103.034	85.086	10.849	-7.098	10.882	7.160	*	2007-07-11 09:52:30	2007-07-11 13:53:32	2007-07-11 08:52:30	2007-07-11 12:53:32	2007-07-11 07:52:30	2007-07-11 11:53:32	/gehme/data/soho/lasco/level_05/c2/20070711/22258153.fts	/gehme/data/soho/lasco/level_05/c2/20070711/22258165.fts	/gehme/data/soho/lasco/level_05/c2/20070711/22258150.fts	/gehme/data/soho/lasco/level_05/c2/20070711/22258162.fts
64	2007-07-16	13:52:30	2007-07-16	*	90	*	35.209	16.206	11.394	-7.609	11.411	7.660	*	2007-07-16 13:52:30		2007-07-16 12:52:30	NaT	2007-07-16 11:52:30	NaT	/gehme/data/soho/lasco/level_05/c2/20070716/22258506.fts	*	/gehme/data/soho/lasco/level_05/c2/20070716/22258503.fts	*
65	2007-07-18	18:52:30	2007-07-18	*	270	*	6.222	346.764	11.628	-7.831	11.636	7.877	*	2007-07-18 18:52:30		2007-07-18 17:52:30	NaT	2007-07-18 16:52:30	NaT	/gehme/data/soho/lasco/level_05/c2/20070718/22258658.fts	*	/gehme/data/soho/lasco/level_05/c2/20070718/22258655.fts	*
66	2007-07-29	02:22:30	2007-07-29	02:23:34	270	270	230.877	209.269	12.714	-8.894	12.684	*	*	2007-07-29 02:22:30	2007-07-29 02:23:34	2007-07-29 01:22:30	2007-07-29 01:23:34	2007-07-29 00:22:30	2007-07-29 00:23:34	/gehme/data/soho/lasco/level_05/c2/20070729/22259369.fts	/gehme/data/soho/lasco/level_05/c2/20070729/22259369.fts	/gehme/data/soho/lasco/level_05/c2/20070729/22259367.fts	/gehme/data/soho/lasco/level_05/c2/20070729/22259367.fts
67	2007-07-30	05:22:30	2007-07-30	05:53:34	270	270	216.114	194.270	12.832	-9.012	12.797	*	*	2007-07-30 05:22:30	2007-07-30 05:53:34	2007-07-30 04:22:30	2007-07-30 04:53:34	2007-07-30 03:22:30	2007-07-30 03:53:34	/gehme/data/soho/lasco/level_05/c2/20070730/22259448.fts	/gehme/data/soho/lasco/level_05/c2/20070730/22259449.fts	/gehme/data/soho/lasco/level_05/c2/20070730/22259445.fts	/gehme/data/soho/lasco/level_05/c2/20070730/22259446.fts
68	2007-08-02	20:22:30	2007-08-02	20:22:30	90	90	168.545	145.940	13.208	-9.397	13.160	*	*	2007-08-02 20:22:30	2007-08-02 20:22:30	2007-08-02 19:22:30	2007-08-02 19:22:30	2007-08-02 18:22:30	2007-08-02 18:22:30	/gehme/data/soho/lasco/level_05/c2/20070802/22259652.fts	/gehme/data/soho/lasco/level_05/c2/20070802/22259652.fts	No data	No data
69	2007-08-08	16:52:30	2007-08-08	17:22:30	90	90	91.728	67.895	13.805	-10.029	13.734	10.016	23.750	2007-08-08 16:52:30	2007-08-08 17:22:30	2007-08-08 15:52:30	2007-08-08 16:22:30	2007-08-08 14:52:30	2007-08-08 15:22:30	/gehme/data/soho/lasco/level_05/c2/20070808/22260048.fts	/gehme/data/soho/lasco/level_05/c2/20070808/22260050.fts	/gehme/data/soho/lasco/level_05/c2/20070808/22260045.fts	/gehme/data/soho/lasco/level_05/c2/20070808/22260047.fts
70	2007-08-18	18:52:30	2007-08-18	*	0	*	319.423	293.489	14.793	-11.141	14.689	11.095	25.784	2007-08-18 18:52:30		2007-08-18 17:52:30	NaT	2007-08-18 16:52:30	NaT	/gehme/data/soho/lasco/level_05/c2/20070818/22260718.fts	*	/gehme/data/soho/lasco/level_05/c2/20070818/22260715.fts	*
71	2007-08-21	08:52:30	2007-08-21	10:53:33	270	270	285.526	259.060	15.037	-11.428	14.927	11.373	26.300	2007-08-21 08:52:30	2007-08-21 10:53:33	2007-08-21 07:52:30	2007-08-21 09:53:33	2007-08-21 06:52:30	2007-08-21 08:53:33	No data	No data	No data	No data
72	2007-08-24	04:22:30	2007-08-24	*	90	*	248.621	221.581	15.299	-11.741	15.182	11.678	*	2007-08-24 04:22:30		2007-08-24 03:22:30	NaT	2007-08-24 02:22:30	NaT	/gehme/data/soho/lasco/level_05/c2/20070824/22261036.fts	*	/gehme/data/soho/lasco/level_05/c2/20070824/22261033.fts	*
73	2007-08-27	11:53:32	2007-08-27	09:22:30	45	45	206.521	178.832	15.591	-12.098	15.469	12.025	27.494	2007-08-27 11:53:32	2007-08-27 09:22:30	2007-08-27 10:53:32	2007-08-27 08:22:30	2007-08-27 09:53:32	2007-08-27 07:22:30	/gehme/data/soho/lasco/level_05/c2/20070827/22261292.fts	/gehme/data/soho/lasco/level_05/c2/20070827/22261280.fts	/gehme/data/soho/lasco/level_05/c2/20070827/22261287.fts	/gehme/data/soho/lasco/level_05/c2/20070827/22261275.fts
74	2007-08-31	21:52:30	2007-08-31	22:53:31	225	225	147.195	118.603	15.991	-12.601	15.863	12.516	28.379	2007-08-31 21:52:30	2007-08-31 22:53:31	2007-08-31 20:52:30	2007-08-31 21:53:31	2007-08-31 19:52:30	2007-08-31 20:53:31	No data	No data	No data	No data
75	2007-09-19	08:22:30	2007-09-19	14:53:27	225	225	265.174	233.099	17.436	-14.639	17.325	*	*	2007-09-19 08:22:30	2007-09-19 14:53:27	2007-09-19 07:22:30	2007-09-19 13:53:27	2007-09-19 06:22:30	2007-09-19 12:53:27	/gehme/data/soho/lasco/level_05/c2/20070919/22262645.fts	/gehme/data/soho/lasco/level_05/c2/20070919/22262663.fts	/gehme/data/soho/lasco/level_05/c2/20070919/22262643.fts	/gehme/data/soho/lasco/level_05/c2/20070919/22262661.fts
76	2007-09-24	14:22:30	2007-09-24	14:23:26	45	45	196.234	163.237	17.794	-15.203	17.698	15.087	32.785	2007-09-24 14:22:30	2007-09-24 14:23:26	2007-09-24 13:22:30	2007-09-24 13:23:26	2007-09-24 12:22:30	2007-09-24 12:23:26	/gehme/data/soho/lasco/level_05/c2/20070924/22263003.fts	/gehme/data/soho/lasco/level_05/c2/20070924/22263003.fts	/gehme/data/soho/lasco/level_05/c2/20070924/22263001.fts	/gehme/data/soho/lasco/level_05/c2/20070924/22263001.fts
77	2007-10-04	21:22:30	2007-10-04	*	90	*	61.048	26.350	18.423	-16.274	18.371	16.171	*	2007-10-04 21:22:30		2007-10-04 20:22:30	NaT	2007-10-04 19:22:30	NaT	/gehme/data/soho/lasco/level_05/c2/20071004/22263719.fts	*	/gehme/data/soho/lasco/level_05/c2/20071004/22263716.fts	*
78	2007-10-08	17:22:30	2007-10-08	16:53:22	270	270	10.946	335.654	18.631	-16.661	18.598	16.566	35.164	2007-10-08 17:22:30	2007-10-08 16:53:22	2007-10-08 16:22:30	2007-10-08 15:53:22	2007-10-08 15:22:30	2007-10-08 14:53:22	/gehme/data/soho/lasco/level_05/c2/20071008/22263986.fts	/gehme/data/soho/lasco/level_05/c2/20071008/22263984.fts	/gehme/data/soho/lasco/level_05/c2/20071008/22263983.fts	/gehme/data/soho/lasco/level_05/c2/20071008/22263981.fts
79	2007-10-11	09:52:50	2007-10-11	10:23:41	90	270	335.365	299.665	18.770	-16.931	18.752	*	*	2007-10-11 09:52:50	2007-10-11 10:23:41	2007-10-11 08:52:50	2007-10-11 09:23:41	2007-10-11 07:52:50	2007-10-11 08:23:41	/gehme/data/soho/lasco/level_05/c2/20071011/22264173.fts	/gehme/data/soho/lasco/level_05/c2/20071011/22264175.fts	/gehme/data/soho/lasco/level_05/c2/20071011/22264170.fts	/gehme/data/soho/lasco/level_05/c2/20071011/22264172.fts
80	2007-10-15	11:22:30	2007-10-15	*	90	*	281.973	245.678	18.968	-17.327	18.972	17.254	*	2007-10-15 11:22:30		2007-10-15 10:22:30	NaT	2007-10-15 09:22:30	NaT	/gehme/data/soho/lasco/level_05/c2/20071015/22264445.fts	*	/gehme/data/soho/lasco/level_05/c2/20071015/22264443.fts	*
81	2007-10-16	23:52:30	2007-10-16	22:23:19	45	45	262.796	226.293	19.036	-17.467	19.048	17.400	36.447	2007-10-16 23:52:30	2007-10-16 22:23:19	2007-10-16 22:52:30	2007-10-16 21:23:19	2007-10-16 21:52:30	2007-10-16 20:23:19	/gehme/data/soho/lasco/level_05/c2/20071016/22264553.fts	/gehme/data/soho/lasco/level_05/c2/20071016/22264550.fts	/gehme/data/soho/lasco/level_05/c2/20071016/22264551.fts	/gehme/data/soho/lasco/level_05/c2/20071016/22264544.fts
82	2007-10-22	03:22:30	2007-10-22	02:53:17	90	90	194.603	157.385	19.265	-17.953	19.306	17.908	37.213	2007-10-22 03:22:30	2007-10-22 02:53:17	2007-10-22 02:22:30	2007-10-22 01:53:17	2007-10-22 01:22:30	2007-10-22 00:53:17	/gehme/data/soho/lasco/level_05/c2/20071022/22264894.fts	/gehme/data/soho/lasco/level_05/c2/20071022/22264892.fts	/gehme/data/soho/lasco/level_05/c2/20071022/22264891.fts	/gehme/data/soho/lasco/level_05/c2/20071022/22264890.fts
83	2007-11-04	13:52:20	2007-11-04	20:23:02	45	45	17.639	338.741	19.772	-19.126	19.883	19.151	39.034	2007-11-04 13:52:20	2007-11-04 20:23:02	2007-11-04 12:52:20	2007-11-04 19:23:02	2007-11-04 11:52:20	2007-11-04 18:23:02	/gehme/data/soho/lasco/level_05/c2/20071104/22265833.fts	/gehme/data/soho/lasco/level_05/c2/20071104/22265851.fts	/gehme/data/soho/lasco/level_05/c2/20071104/22265830.fts	/gehme/data/soho/lasco/level_05/c2/20071104/22265849.fts
84	2007-11-12	04:22:20	2007-11-12	05:22:59	90	90	277.618	237.876	20.007	-19.736	20.149	*	*	2007-11-12 04:22:20	2007-11-12 05:22:59	2007-11-12 03:22:20	2007-11-12 04:22:59	2007-11-12 02:22:20	2007-11-12 03:22:59	/gehme/data/soho/lasco/level_05/c2/20071112/22266409.fts	/gehme/data/soho/lasco/level_05/c2/20071112/22266412.fts	/gehme/data/soho/lasco/level_05/c2/20071112/22266403.fts	/gehme/data/soho/lasco/level_05/c2/20071112/22266409.fts
85	2007-11-14	19:52:20	2007-11-14	19:52:58	225	225	242.813	202.794	20.081	-19.937	20.232	20.022	40.253	2007-11-14 19:52:20	2007-11-14 19:52:58	2007-11-14 18:52:20	2007-11-14 18:52:58	2007-11-14 17:52:20	2007-11-14 17:52:58	/gehme/data/soho/lasco/level_05/c2/20071114/22266615.fts	/gehme/data/soho/lasco/level_05/c2/20071114/22266615.fts	/gehme/data/soho/lasco/level_05/c2/20071114/22266612.fts	/gehme/data/soho/lasco/level_05/c2/20071114/22266612.fts
86	2007-11-16	10:52:20	2007-11-16	12:52:57	225	225	221.436	181.251	20.126	-20.059	20.281	20.152	40.433	2007-11-16 10:52:20	2007-11-16 12:52:57	2007-11-16 09:52:20	2007-11-16 11:52:57	2007-11-16 08:52:20	2007-11-16 10:52:57	/gehme/data/soho/lasco/level_05/c2/20071116/22266743.fts	/gehme/data/soho/lasco/level_05/c2/20071116/22266746.fts	/gehme/data/soho/lasco/level_05/c2/20071116/22266737.fts	/gehme/data/soho/lasco/level_05/c2/20071116/22266744.fts
87	2007-11-26	07:22:20	2007-11-26	06:52:53	90	90	92.068	50.946	20.377	-20.745	20.550	20.891	41.441	2007-11-26 07:22:20	2007-11-26 06:52:53	2007-11-26 06:22:20	2007-11-26 05:52:53	2007-11-26 05:22:20	2007-11-26 04:52:53	/gehme/data/soho/lasco/level_05/c2/20071126/22267419.fts	/gehme/data/soho/lasco/level_05/c2/20071126/22267417.fts	/gehme/data/soho/lasco/level_05/c2/20071126/22267416.fts	/gehme/data/soho/lasco/level_05/c2/20071126/22267414.fts
88	2007-12-01	00:22:20	2007-12-01	00:22:52	270	270	29.849	348.312	20.487	-21.050	20.661	21.217	41.877	2007-12-01 00:22:20	2007-12-01 00:22:52	2007-11-30 23:22:20	2007-11-30 23:22:52	2007-11-30 22:22:20	2007-11-30 22:22:52	/gehme/data/soho/lasco/level_05/c2/20071130/22267618.fts	/gehme/data/soho/lasco/level_05/c2/20071130/22267618.fts	/gehme/data/soho/lasco/level_05/c2/20071130/22267617.fts	/gehme/data/soho/lasco/level_05/c2/20071130/22267617.fts
89	2007-12-04	08:22:20	2007-12-04	08:22:51	270	270	345.994	304.179	20.560	-21.255	20.731	21.435	42.166	2007-12-04 08:22:20	2007-12-04 08:22:51	2007-12-04 07:22:20	2007-12-04 07:22:51	2007-12-04 06:22:20	2007-12-04 06:22:51	/gehme/data/soho/lasco/level_05/c2/20071204/22267852.fts	/gehme/data/soho/lasco/level_05/c2/20071204/22267852.fts	/gehme/data/soho/lasco/level_05/c2/20071204/22267850.fts	/gehme/data/soho/lasco/level_05/c2/20071204/22267850.fts
90	2007-12-05	09:52:20	2007-12-05	19:22:50	135	135	332.015	290.114	20.582	-21.319	20.753	*	*	2007-12-05 09:52:20	2007-12-05 19:22:50	2007-12-05 08:52:20	2007-12-05 18:22:50	2007-12-05 07:52:20	2007-12-05 17:22:50	/gehme/data/soho/lasco/level_05/c2/20071205/22267930.fts	/gehme/data/soho/lasco/level_05/c2/20071205/22267955.fts	/gehme/data/soho/lasco/level_05/c2/20071205/22267923.fts	/gehme/data/soho/lasco/level_05/c2/20071205/22267952.fts
91	2007-12-15	05:52:20	2007-12-15	06:52:47	315	315	202.649	159.998	20.781	-21.870	20.929	*	*	2007-12-15 05:52:20	2007-12-15 06:52:47	2007-12-15 04:52:20	2007-12-15 05:52:47	2007-12-15 03:52:20	2007-12-15 04:52:47	/gehme/data/soho/lasco/level_05/c2/20071215/22268663.fts	/gehme/data/soho/lasco/level_05/c2/20071215/22268665.fts	/gehme/data/soho/lasco/level_05/c2/20071215/22268662.fts	/gehme/data/soho/lasco/level_05/c2/20071215/22268663.fts
92	2007-12-31	01:22:20	2007-12-31	01:52:42	135	135	354.661	310.969	21.093	-22.599	21.169	22.801	43.969	2007-12-31 01:22:20	2007-12-31 01:52:42	2007-12-31 00:22:20	2007-12-31 00:52:42	2007-12-30 23:22:20	2007-12-30 23:52:42	/gehme/data/soho/lasco/level_05/c2/20071231/22269859.fts	/gehme/data/soho/lasco/level_05/c2/20071231/22269860.fts	/gehme/data/soho/lasco/level_05/c2/20071230/22269856.fts	/gehme/data/soho/lasco/level_05/c2/20071230/22269857.fts
93	2008-01-02	10:22:20	2008-01-02	11:22:41	90	90	323.427	279.594	21.139	-22.694	21.201	22.889	44.090	2008-01-02 10:22:20	2008-01-02 11:22:41	2008-01-02 09:22:20	2008-01-02 10:22:41	2008-01-02 08:22:20	2008-01-02 09:22:41	/gehme/data/soho/lasco/level_05/c2/20080102/22270044.fts	/gehme/data/soho/lasco/level_05/c2/20080102/22270047.fts	/gehme/data/soho/lasco/level_05/c2/20080102/22270038.fts	/gehme/data/soho/lasco/level_05/c2/20080102/22270044.fts
94	2008-01-08	*	2008-01-08	01:52:40	*	90	249.184	205.033	21.248	-22.904	21.277	23.080	44.356		2008-01-08 01:52:40	NaT	2008-01-08 00:52:40	NaT	2008-01-07 23:52:40	*	/gehme/data/soho/lasco/level_05/c2/20080108/22270473.fts	*	/gehme/data/soho/lasco/level_05/c2/20080107/22270470.fts
95	2008-01-22	23:52:20	2008-01-22	23:52:38	180	135	53.077	8.172	21.558	-23.347	21.495	23.442	44.937	2008-01-22 23:52:20	2008-01-22 23:52:38	2008-01-22 22:52:20	2008-01-22 22:52:38	2008-01-22 21:52:20	2008-01-22 21:52:38	/gehme/data/soho/lasco/level_05/c2/20080122/22272114.fts	/gehme/data/soho/lasco/level_05/c2/20080122/22272114.fts	/gehme/data/soho/lasco/level_05/c2/20080122/22272112.fts	/gehme/data/soho/lasco/level_05/c2/20080122/22272112.fts
96	2008-01-29	00:22:20	2008-01-29	00:22:37	270	270	333.940	288.763	21.695	-23.482	21.598	23.536	45.134	2008-01-29 00:22:20	2008-01-29 00:22:37	2008-01-28 23:22:20	2008-01-28 23:22:37	2008-01-28 22:22:20	2008-01-28 22:22:37	/gehme/data/soho/lasco/level_05/c2/20080128/22272549.fts	/gehme/data/soho/lasco/level_05/c2/20080128/22272549.fts	/gehme/data/soho/lasco/level_05/c2/20080128/22272547.fts	/gehme/data/soho/lasco/level_05/c2/20080128/22272547.fts
97	2008-01-30	09:22:20	2008-01-30	09:52:37	45	45	315.869	270.632	21.727	-23.510	21.623	23.554	45.177	2008-01-30 09:22:20	2008-01-30 09:52:37	2008-01-30 08:22:20	2008-01-30 08:52:37	2008-01-30 07:22:20	2008-01-30 07:52:37	/gehme/data/soho/lasco/level_05/c2/20080130/22272647.fts	/gehme/data/soho/lasco/level_05/c2/20080130/22272648.fts	/gehme/data/soho/lasco/level_05/c2/20080130/22272644.fts	/gehme/data/soho/lasco/level_05/c2/20080130/22272645.fts
98	2008-02-01	02:22:20	2008-02-01	*	90	*	293.417	248.106	21.767	-23.543	21.655	23.575	*	2008-02-01 02:22:20		2008-02-01 01:22:20	NaT	2008-02-01 00:22:20	NaT	/gehme/data/soho/lasco/level_05/c2/20080201/22272761.fts	*	/gehme/data/soho/lasco/level_05/c2/20080201/22272759.fts	*
99	2008-02-04	09:52:20	2008-02-04	*	90	*	249.884	204.434	21.847	-23.603	21.719	23.611	45.330	2008-02-04 09:52:20		2008-02-04 08:52:20	NaT	2008-02-04 07:52:20	NaT	/gehme/data/soho/lasco/level_05/c2/20080204/22273015.fts	*	/gehme/data/soho/lasco/level_05/c2/20080204/22273008.fts	*
100	2008-02-12	07:52:20	2008-02-12	09:22:36	225	225	145.851	100.084	22.048	-23.719	21.891	23.672	45.562	2008-02-12 07:52:20	2008-02-12 09:22:36	2008-02-12 06:52:20	2008-02-12 08:22:36	2008-02-12 05:52:20	2008-02-12 07:22:36	/gehme/data/soho/lasco/level_05/c2/20080212/22273532.fts	/gehme/data/soho/lasco/level_05/c2/20080212/22273537.fts	/gehme/data/soho/lasco/level_05/c2/20080212/22273529.fts	/gehme/data/soho/lasco/level_05/c2/20080212/22273534.fts
101	2008-02-13	12:52:20	2008-02-13	*	45	*	129.973	84.159	22.080	-23.733	21.920	23.678	45.598	2008-02-13 12:52:20		2008-02-13 11:52:20	NaT	2008-02-13 10:52:20	NaT	/gehme/data/soho/lasco/level_05/c2/20080213/22273552.fts	*	/gehme/data/soho/lasco/level_05/c2/20080213/22273549.fts	*
102	2008-02-15	09:52:20	2008-02-15	10:52:36	90	90	105.335	59.450	22.132	-23.753	21.967	23.686	45.653	2008-02-15 09:52:20	2008-02-15 10:52:36	2008-02-15 08:52:20	2008-02-15 09:52:36	2008-02-15 07:52:20	2008-02-15 08:52:36	/gehme/data/soho/lasco/level_05/c2/20080215/22278200.fts	/gehme/data/soho/lasco/level_05/c2/20080215/22278201.fts	No data	/gehme/data/soho/lasco/level_05/c2/20080215/22278200.fts
103	2008-02-16	21:22:20	2008-02-16	23:52:36	90	90	85.899	39.957	22.174	-23.768	22.006	*	*	2008-02-16 21:22:20	2008-02-16 23:52:36	2008-02-16 20:22:20	2008-02-16 22:52:36	2008-02-16 19:22:20	2008-02-16 21:52:36	/gehme/data/soho/lasco/level_05/c2/20080216/22273680.fts	/gehme/data/soho/lasco/level_05/c2/20080216/22273689.fts	/gehme/data/soho/lasco/level_05/c2/20080216/22273677.fts	/gehme/data/soho/lasco/level_05/c2/20080216/22273687.fts
104	2008-02-23	20:52:20	2008-02-23	17:52:37	45	45	355.838	309.639	22.379	-23.820	22.203	23.702	45.905	2008-02-23 20:52:20	2008-02-23 17:52:37	2008-02-23 19:52:20	2008-02-23 16:52:37	2008-02-23 18:52:20	2008-02-23 15:52:37	No data	No data	No data	No data
105	2008-02-27	12:52:20	2008-02-27	10:22:37	270	270	307.387	261.051	22.496	-23.839	22.320	23.703	46.023	2008-02-27 12:52:20	2008-02-27 10:22:37	2008-02-27 11:52:20	2008-02-27 09:22:37	2008-02-27 10:52:20	2008-02-27 08:22:37	/gehme/data/soho/lasco/level_05/c2/20080227/22274308.fts	/gehme/data/soho/lasco/level_05/c2/20080227/22274296.fts	/gehme/data/soho/lasco/level_05/c2/20080227/22274303.fts	/gehme/data/soho/lasco/level_05/c2/20080227/22274291.fts
106	2008-03-14	18:22:20	2008-03-14	*	270	*	92.776	45.816	23.084	-23.877	22.944	23.693	46.638	2008-03-14 18:22:20		2008-03-14 17:22:20	NaT	2008-03-14 16:22:20	NaT	/gehme/data/soho/lasco/level_05/c2/20080314/22275540.fts	*	/gehme/data/soho/lasco/level_05/c2/20080314/22275538.fts	*
107	2008-03-17	15:52:20	2008-03-17	12:52:40	270	270	56.367	9.293	23.198	-23.876	23.071	23.691	46.762	2008-03-17 15:52:20	2008-03-17 12:52:40	2008-03-17 14:52:20	2008-03-17 11:52:40	2008-03-17 13:52:20	2008-03-17 10:52:40	/gehme/data/soho/lasco/level_05/c2/20080317/22275758.fts	/gehme/data/soho/lasco/level_05/c2/20080317/22275746.fts	/gehme/data/soho/lasco/level_05/c2/20080317/22275751.fts	/gehme/data/soho/lasco/level_05/c2/20080317/22275744.fts
108	2008-03-18	10:22:20	2008-03-18	10:52:41	135	135	44.596	357.484	23.236	-23.876	23.113	*	*	2008-03-18 10:22:20	2008-03-18 10:52:41	2008-03-18 09:22:20	2008-03-18 09:52:41	2008-03-18 08:22:20	2008-03-18 08:52:41	/gehme/data/soho/lasco/level_05/c2/20080318/22275816.fts	/gehme/data/soho/lasco/level_05/c2/20080318/22275817.fts	/gehme/data/soho/lasco/level_05/c2/20080318/22275810.fts	/gehme/data/soho/lasco/level_05/c2/20080318/22275815.fts
