no[#]	date_a	time_a	date_b	time_b	PA_a[deg]	PA_b[deg]	clong a[deg]	clong b[deg]	hlong a[deg]	hlong b[deg]	angle e-a[deg]	angle b-e[deg]	angle b-a[deg]	evento_a	evento_b	preevento_a_1h	preevento_b_1h	preevento_a_2h	preevento_b_2h
638	2011-03-04	14:08:15	2011-03-04	14:08:43	270	90	*	*	*	*	*	*	*	2011-03-04 14:08:15	2011-03-04 14:08:43	2011-03-04 13:08:15	2011-03-04 13:08:43	2011-03-04 12:08:15	2011-03-04 12:08:43
639	2011-03-04	22:08:15	2011-03-04	22:08:43	270	90	*	*	*	*	*	*	*	2011-03-04 22:08:15	2011-03-04 22:08:43	2011-03-04 21:08:15	2011-03-04 21:08:43	2011-03-04 20:08:15	2011-03-04 20:08:43
640	2011-03-05	04:08:15	2011-03-05	04:08:43	270	90	*	*	*	*	*	*	*	2011-03-05 04:08:15	2011-03-05 04:08:43	2011-03-05 03:08:15	2011-03-05 03:08:43	2011-03-05 02:08:15	2011-03-05 02:08:43
641	2011-03-05	12:08:15	2011-03-05	12:08:43	270	90	*	*	*	*	*	*	*	2011-03-05 12:08:15	2011-03-05 12:08:43	2011-03-05 11:08:15	2011-03-05 11:08:43	2011-03-05 10:08:15	2011-03-05 10:08:43
642	2011-03-05	23:08:15	2011-03-05	23:08:43	0	0	*	*	*	*	*	*	*	2011-03-05 23:08:15	2011-03-05 23:08:43	2011-03-05 22:08:15	2011-03-05 22:08:43	2011-03-05 21:08:15	2011-03-05 21:08:43
643	2011-03-06	06:08:15	2011-03-06	06:08:43	225	135	*	*	*	*	*	*	*	2011-03-06 06:08:15	2011-03-06 06:08:43	2011-03-06 05:08:15	2011-03-06 05:08:43	2011-03-06 04:08:15	2011-03-06 04:08:43
644	2011-03-06	20:08:15	2011-03-06	20:08:43	225	135	*	*	*	*	*	*	*	2011-03-06 20:08:15	2011-03-06 20:08:43	2011-03-06 19:08:15	2011-03-06 19:08:43	2011-03-06 18:08:15	2011-03-06 18:08:43
645	2011-03-07	15:08:15	2011-03-07	15:08:43	45	315	*	*	*	*	*	*	*	2011-03-07 15:08:15	2011-03-07 15:08:43	2011-03-07 14:08:15	2011-03-07 14:08:43	2011-03-07 13:08:15	2011-03-07 13:08:43
646	2011-03-07	20:08:15	2011-03-07	21:08:43	45	315	*	*	*	*	*	*	*	2011-03-07 20:08:15	2011-03-07 21:08:43	2011-03-07 19:08:15	2011-03-07 20:08:43	2011-03-07 18:08:15	2011-03-07 19:08:43
647	2011-03-08	05:08:15	2011-03-08	05:08:43	360	360	*	*	*	*	*	*	*	2011-03-08 05:08:15	2011-03-08 05:08:43	2011-03-08 04:08:15	2011-03-08 04:08:43	2011-03-08 03:08:15	2011-03-08 03:08:43
648	2011-03-08	21:08:15	2011-03-08	22:08:42	180	180	*	*	*	*	*	*	*	2011-03-08 21:08:15	2011-03-08 22:08:42	2011-03-08 20:08:15	2011-03-08 21:08:42	2011-03-08 19:08:15	2011-03-08 20:08:42
649	2011-03-10	08:08:15	2011-03-10	10:08:42	135	225	*	*	*	*	*	*	*	2011-03-10 08:08:15	2011-03-10 10:08:42	2011-03-10 07:08:15	2011-03-10 09:08:42	2011-03-10 06:08:15	2011-03-10 08:08:42
650	2011-03-11	20:08:15	2011-03-11	20:08:42	45	315	*	*	*	*	*	*	*	2011-03-11 20:08:15	2011-03-11 20:08:42	2011-03-11 19:08:15	2011-03-11 19:08:42	2011-03-11 18:08:15	2011-03-11 18:08:42
651	2011-03-12	02:08:15	2011-03-12	03:08:42	225	135	*	*	*	*	*	*	*	2011-03-12 02:08:15	2011-03-12 03:08:42	2011-03-12 01:08:15	2011-03-12 02:08:42	2011-03-12 00:08:15	2011-03-12 01:08:42
652	2011-03-14	06:08:15	2011-03-14	06:08:41	90	270	*	*	*	*	*	*	*	2011-03-14 06:08:15	2011-03-14 06:08:41	2011-03-14 05:08:15	2011-03-14 05:08:41	2011-03-14 04:08:15	2011-03-14 04:08:41
653	2011-03-14	09:08:15	2011-03-14	09:08:41	45	315	*	*	*	*	*	*	*	2011-03-14 09:08:15	2011-03-14 09:08:41	2011-03-14 08:08:15	2011-03-14 08:08:41	2011-03-14 07:08:15	2011-03-14 07:08:41
654	2011-03-16	06:08:15	2011-03-16	08:08:41	45	315	*	*	*	*	*	*	*	2011-03-16 06:08:15	2011-03-16 08:08:41	2011-03-16 05:08:15	2011-03-16 07:08:41	2011-03-16 04:08:15	2011-03-16 06:08:41
655	2011-03-16	20:08:15	2011-03-16	20:08:41	45	315	*	*	*	*	*	*	*	2011-03-16 20:08:15	2011-03-16 20:08:41	2011-03-16 19:08:15	2011-03-16 19:08:41	2011-03-16 18:08:15	2011-03-16 18:08:41
656	2011-03-17	13:08:15	2011-03-17	13:08:41	225	135	*	*	*	*	*	*	*	2011-03-17 13:08:15	2011-03-17 13:08:41	2011-03-17 12:08:15	2011-03-17 12:08:41	2011-03-17 11:08:15	2011-03-17 11:08:41
657	2011-03-17	14:08:15	2011-03-17	14:08:41	0	0	*	*	*	*	*	*	*	2011-03-17 14:08:15	2011-03-17 14:08:41	2011-03-17 13:08:15	2011-03-17 13:08:41	2011-03-17 12:08:15	2011-03-17 12:08:41
658	2011-03-19	13:08:15	2011-03-19	14:08:40	360	360	*	*	*	*	*	*	*	2011-03-19 13:08:15	2011-03-19 14:08:40	2011-03-19 12:08:15	2011-03-19 13:08:40	2011-03-19 11:08:15	2011-03-19 12:08:40
659	2011-03-19	19:08:15	2011-03-19	19:08:40	225	135	*	*	*	*	*	*	*	2011-03-19 19:08:15	2011-03-19 19:08:40	2011-03-19 18:08:15	2011-03-19 18:08:40	2011-03-19 17:08:15	2011-03-19 17:08:40
660	2011-03-19	22:08:15	2011-03-19	23:08:40	90	270	*	*	*	*	*	*	*	2011-03-19 22:08:15	2011-03-19 23:08:40	2011-03-19 21:08:15	2011-03-19 22:08:40	2011-03-19 20:08:15	2011-03-19 21:08:40
661	2011-03-21	03:08:15	2011-03-21	03:08:40	315	45	*	*	*	*	*	*	*	2011-03-21 03:08:15	2011-03-21 03:08:40	2011-03-21 02:08:15	2011-03-21 02:08:40	2011-03-21 01:08:15	2011-03-21 01:08:40
662	2011-03-21	18:08:15	2011-03-21	19:08:40	225	135	*	*	*	*	*	*	*	2011-03-21 18:08:15	2011-03-21 19:08:40	2011-03-21 17:08:15	2011-03-21 18:08:40	2011-03-21 16:08:15	2011-03-21 17:08:40
663	2011-03-22	18:08:15	2011-03-22	18:08:40	45	315	*	*	*	*	*	*	*	2011-03-22 18:08:15	2011-03-22 18:08:40	2011-03-22 17:08:15	2011-03-22 17:08:40	2011-03-22 16:08:15	2011-03-22 16:08:40
664	2011-03-23	10:08:15	2011-03-23	10:08:40	270	90	*	*	*	*	*	*	*	2011-03-23 10:08:15	2011-03-23 10:08:40	2011-03-23 09:08:15	2011-03-23 09:08:40	2011-03-23 08:08:15	2011-03-23 08:08:40
665	2011-03-23	19:08:15	2011-03-23	19:08:39	315	45	*	*	*	*	*	*	*	2011-03-23 19:08:15	2011-03-23 19:08:39	2011-03-23 18:08:15	2011-03-23 18:08:39	2011-03-23 17:08:15	2011-03-23 17:08:39
666	2011-03-24	04:08:15	2011-03-24	04:08:39	45	315	*	*	*	*	*	*	*	2011-03-24 04:08:15	2011-03-24 04:08:39	2011-03-24 03:08:15	2011-03-24 03:08:39	2011-03-24 02:08:15	2011-03-24 02:08:39
667	2011-03-24	13:08:15	2011-03-24	13:08:39	315	45	*	*	*	*	*	*	*	2011-03-24 13:08:15	2011-03-24 13:08:39	2011-03-24 12:08:15	2011-03-24 12:08:39	2011-03-24 11:08:15	2011-03-24 11:08:39
668	2011-03-25	08:08:15	2011-03-25	08:08:39	90/270	270/90	*	*	*	*	*	*	*	2011-03-25 08:08:15	2011-03-25 08:08:39	2011-03-25 07:08:15	2011-03-25 07:08:39	2011-03-25 06:08:15	2011-03-25 06:08:39
669	2011-03-26	06:08:15	2011-03-26	07:08:39	315	45	*	*	*	*	*	*	*	2011-03-26 06:08:15	2011-03-26 07:08:39	2011-03-26 05:08:15	2011-03-26 06:08:39	2011-03-26 04:08:15	2011-03-26 05:08:39
670	2011-03-27	06:08:15	2011-03-27	07:08:39	90/315	45	*	*	*	*	*	*	*	2011-03-27 06:08:15	2011-03-27 07:08:39	2011-03-27 05:08:15	2011-03-27 06:08:39	2011-03-27 04:08:15	2011-03-27 05:08:39
671	2011-03-27	08:08:15	2011-03-27	08:08:39	225	180	*	*	*	*	*	*	*	2011-03-27 08:08:15	2011-03-27 08:08:39	2011-03-27 07:08:15	2011-03-27 07:08:39	2011-03-27 06:08:15	2011-03-27 06:08:39
672	2011-03-28	03:08:15	2011-03-28	04:08:39	45	315	*	*	*	*	*	*	*	2011-03-28 03:08:15	2011-03-28 04:08:39	2011-03-28 02:08:15	2011-03-28 03:08:39	2011-03-28 01:08:15	2011-03-28 02:08:39
673	2011-03-28	17:08:15	2011-03-28	17:08:39	315	45	*	*	*	*	*	*	*	2011-03-28 17:08:15	2011-03-28 17:08:39	2011-03-28 16:08:15	2011-03-28 16:08:39	2011-03-28 15:08:15	2011-03-28 15:08:39
674	2011-03-29	11:08:15	2011-03-29	12:08:39	45	315	*	*	*	*	*	*	*	2011-03-29 11:08:15	2011-03-29 12:08:39	2011-03-29 10:08:15	2011-03-29 11:08:39	2011-03-29 09:08:15	2011-03-29 10:08:39
675	2011-03-29	21:08:15	2011-03-29	21:08:38	360	360	*	*	*	*	*	*	*	2011-03-29 21:08:15	2011-03-29 21:08:38	2011-03-29 20:08:15	2011-03-29 20:08:38	2011-03-29 19:08:15	2011-03-29 19:08:38
676	2011-03-31	23:08:15	2011-03-31	23:08:38	135	225	*	*	*	*	*	*	*	2011-03-31 23:08:15	2011-03-31 23:08:38	2011-03-31 22:08:15	2011-03-31 22:08:38	2011-03-31 21:08:15	2011-03-31 21:08:38
677	2011-04-01	03:08:15	2011-04-01	*	135	*	*	*	*	*	*	*	*	2011-04-01 03:08:15		2011-04-01 02:08:15		2011-04-01 01:08:15	
678	2011-04-01	12:08:15	2011-04-01	*	315	*	*	*	*	*	*	*	*	2011-04-01 12:08:15		2011-04-01 11:08:15		2011-04-01 10:08:15	
679	2011-04-03	01:08:15	2011-04-03	01:08:38	135	225	*	*	*	*	*	*	*	2011-04-03 01:08:15	2011-04-03 01:08:38	2011-04-03 00:08:15	2011-04-03 00:08:38	2011-04-02 23:08:15	2011-04-02 23:08:38
680	2011-04-04	04:08:15	2011-04-04	05:08:38	90	270	*	*	*	*	*	*	*	2011-04-04 04:08:15	2011-04-04 05:08:38	2011-04-04 03:08:15	2011-04-04 04:08:38	2011-04-04 02:08:15	2011-04-04 03:08:38
681	2011-04-04	04:08:15	2011-04-04	05:08:38	315	45	*	*	*	*	*	*	*	2011-04-04 04:08:15	2011-04-04 05:08:38	2011-04-04 03:08:15	2011-04-04 04:08:38	2011-04-04 02:08:15	2011-04-04 03:08:38
682	2011-04-07	07:08:15	2011-04-07	08:08:37	90	270	*	*	*	*	*	*	*	2011-04-07 07:08:15	2011-04-07 08:08:37	2011-04-07 06:08:15	2011-04-07 07:08:37	2011-04-07 05:08:15	2011-04-07 06:08:37
683	2011-04-07	12:08:15	2011-04-07	13:08:37	225	135	*	*	*	*	*	*	*	2011-04-07 12:08:15	2011-04-07 13:08:37	2011-04-07 11:08:15	2011-04-07 12:08:37	2011-04-07 10:08:15	2011-04-07 11:08:37
684	2011-04-07	22:08:15	2011-04-07	22:08:37	270	90	*	*	*	*	*	*	*	2011-04-07 22:08:15	2011-04-07 22:08:37	2011-04-07 21:08:15	2011-04-07 21:08:37	2011-04-07 20:08:15	2011-04-07 20:08:37
685	2011-04-08	23:08:15	2011-04-09	01:08:37	90	270	*	*	*	*	*	*	*	2011-04-08 23:08:15	2011-04-09 01:08:37	2011-04-08 22:08:15	2011-04-09 00:08:37	2011-04-08 21:08:15	2011-04-08 23:08:37
686	2011-04-10	08:08:15	2011-04-10	08:08:37	0	0	*	*	*	*	*	*	*	2011-04-10 08:08:15	2011-04-10 08:08:37	2011-04-10 07:08:15	2011-04-10 07:08:37	2011-04-10 06:08:15	2011-04-10 06:08:37
687	2011-04-10	09:08:15	2011-04-10	09:08:37	45	315	*	*	*	*	*	*	*	2011-04-10 09:08:15	2011-04-10 09:08:37	2011-04-10 08:08:15	2011-04-10 08:08:37	2011-04-10 07:08:15	2011-04-10 07:08:37
688	2011-04-10	23:08:15	2011-04-10	23:08:37	45	315	*	*	*	*	*	*	*	2011-04-10 23:08:15	2011-04-10 23:08:37	2011-04-10 22:08:15	2011-04-10 22:08:37	2011-04-10 21:08:15	2011-04-10 21:08:37
689	2011-04-12	01:08:15	2011-04-12	01:08:37	45	315	*	*	*	*	*	*	*	2011-04-12 01:08:15	2011-04-12 01:08:37	2011-04-12 00:08:15	2011-04-12 00:08:37	2011-04-11 23:08:15	2011-04-11 23:08:37
690	2011-04-13	18:08:15	2011-04-13	20:08:37	225	135	*	*	*	*	*	*	*	2011-04-13 18:08:15	2011-04-13 20:08:37	2011-04-13 17:08:15	2011-04-13 19:08:37	2011-04-13 16:08:15	2011-04-13 18:08:37
691	2011-04-13	22:08:15	2011-04-13	22:08:37	270	90	*	*	*	*	*	*	*	2011-04-13 22:08:15	2011-04-13 22:08:37	2011-04-13 21:08:15	2011-04-13 21:08:37	2011-04-13 20:08:15	2011-04-13 20:08:37
692	2011-04-14	06:08:15	2011-04-14	07:08:37	315/45	45	*	*	*	*	*	*	*	2011-04-14 06:08:15	2011-04-14 07:08:37	2011-04-14 05:08:15	2011-04-14 06:08:37	2011-04-14 04:08:15	2011-04-14 05:08:37
693	2011-04-14	09:08:15	2011-04-14	09:08:37	315	45	*	*	*	*	*	*	*	2011-04-14 09:08:15	2011-04-14 09:08:37	2011-04-14 08:08:15	2011-04-14 08:08:37	2011-04-14 07:08:15	2011-04-14 07:08:37
694	2011-04-15	02:08:15	2011-04-15	02:08:37	90	270	*	*	*	*	*	*	*	2011-04-15 02:08:15	2011-04-15 02:08:37	2011-04-15 01:08:15	2011-04-15 01:08:37	2011-04-15 00:08:15	2011-04-15 00:08:37
695	2011-04-16	05:08:15	2011-04-16	05:08:37	225/45	315/135	*	*	*	*	*	*	*	2011-04-16 05:08:15	2011-04-16 05:08:37	2011-04-16 04:08:15	2011-04-16 04:08:37	2011-04-16 03:08:15	2011-04-16 03:08:37
696	2011-04-17	02:08:15	2011-04-17	02:08:37	45	315	*	*	*	*	*	*	*	2011-04-17 02:08:15	2011-04-17 02:08:37	2011-04-17 01:08:15	2011-04-17 01:08:37	2011-04-17 00:08:15	2011-04-17 00:08:37
697	2011-04-17	16:08:15	2011-04-17	16:08:36	270	90	*	*	*	*	*	*	*	2011-04-17 16:08:15	2011-04-17 16:08:36	2011-04-17 15:08:15	2011-04-17 15:08:36	2011-04-17 14:08:15	2011-04-17 14:08:36
698	2011-04-20	00:08:15	2011-04-20	00:08:36	45	315	*	*	*	*	*	*	*	2011-04-20 00:08:15	2011-04-20 00:08:36	2011-04-19 23:08:15	2011-04-19 23:08:36	2011-04-19 22:08:15	2011-04-19 22:08:36
699	2011-04-20	06:08:15	2011-04-20	07:08:36	315	45	*	*	*	*	*	*	*	2011-04-20 06:08:15	2011-04-20 07:08:36	2011-04-20 05:08:15	2011-04-20 06:08:36	2011-04-20 04:08:15	2011-04-20 05:08:36
700	2011-04-21	02:08:15	2011-04-21	02:08:37	315	45	*	*	*	*	*	*	*	2011-04-21 02:08:15	2011-04-21 02:08:37	2011-04-21 01:08:15	2011-04-21 01:08:37	2011-04-21 00:08:15	2011-04-21 00:08:37
701	2011-04-22	07:08:15	2011-04-22	07:08:36	315	45	*	*	*	*	*	*	*	2011-04-22 07:08:15	2011-04-22 07:08:36	2011-04-22 06:08:15	2011-04-22 06:08:36	2011-04-22 05:08:15	2011-04-22 05:08:36
702	2011-04-22	11:08:15	2011-04-22	*	45	*	*	*	*	*	*	*	*	2011-04-22 11:08:15		2011-04-22 10:08:15		2011-04-22 09:08:15	
703	2011-04-24	20:08:15	2011-04-24	20:08:36	315	45	*	*	*	*	*	*	*	2011-04-24 20:08:15	2011-04-24 20:08:36	2011-04-24 19:08:15	2011-04-24 19:08:36	2011-04-24 18:08:15	2011-04-24 18:08:36
704	2011-04-25	21:08:15	2011-04-25	22:08:36	270	90	*	*	*	*	*	*	*	2011-04-25 21:08:15	2011-04-25 22:08:36	2011-04-25 20:08:15	2011-04-25 21:08:36	2011-04-25 19:08:15	2011-04-25 20:08:36
705	2011-04-27	03:08:15	2011-04-27	03:08:36	45	315	*	*	*	*	*	*	*	2011-04-27 03:08:15	2011-04-27 03:08:36	2011-04-27 02:08:15	2011-04-27 02:08:36	2011-04-27 01:08:15	2011-04-27 01:08:36
706	2011-04-27	08:08:15	2011-04-27	08:08:36	315	45	*	*	*	*	*	*	*	2011-04-27 08:08:15	2011-04-27 08:08:36	2011-04-27 07:08:15	2011-04-27 07:08:36	2011-04-27 06:08:15	2011-04-27 06:08:36
707	2011-04-27	18:08:15	2011-04-27	19:08:36	315	45	*	*	*	*	*	*	*	2011-04-27 18:08:15	2011-04-27 19:08:36	2011-04-27 17:08:15	2011-04-27 18:08:36	2011-04-27 16:08:15	2011-04-27 17:08:36
708	2011-04-28	00:08:15	2011-04-28	01:08:36	315	45	*	*	*	*	*	*	*	2011-04-28 00:08:15	2011-04-28 01:08:36	2011-04-27 23:08:15	2011-04-28 00:08:36	2011-04-27 22:08:15	2011-04-27 23:08:36
709	2011-04-28	18:08:15	2011-04-28	18:08:36	45	315	*	*	*	*	*	*	*	2011-04-28 18:08:15	2011-04-28 18:08:36	2011-04-28 17:08:15	2011-04-28 17:08:36	2011-04-28 16:08:15	2011-04-28 16:08:36
710	2011-04-30	08:08:15	2011-04-30	08:08:36	315	45	*	*	*	*	*	*	*	2011-04-30 08:08:15	2011-04-30 08:08:36	2011-04-30 07:08:15	2011-04-30 07:08:36	2011-04-30 06:08:15	2011-04-30 06:08:36
711	2011-05-01	17:08:15	2011-05-01	17:08:36	45	315	*	*	*	*	*	*	*	2011-05-01 17:08:15	2011-05-01 17:08:36	2011-05-01 16:08:15	2011-05-01 16:08:36	2011-05-01 15:08:15	2011-05-01 15:08:36
712	2011-05-02	19:08:15	2011-05-02	19:08:36	90	270	*	*	*	*	*	*	*	2011-05-02 19:08:15	2011-05-02 19:08:36	2011-05-02 18:08:15	2011-05-02 18:08:36	2011-05-02 17:08:15	2011-05-02 17:08:36
713	2011-05-03	17:08:15	2011-05-03	18:08:36	90	270	*	*	*	*	*	*	*	2011-05-03 17:08:15	2011-05-03 18:08:36	2011-05-03 16:08:15	2011-05-03 17:08:36	2011-05-03 15:08:15	2011-05-03 16:08:36
714	2011-05-03	22:08:15	2011-05-03	23:08:36	90	270	*	*	*	*	*	*	*	2011-05-03 22:08:15	2011-05-03 23:08:36	2011-05-03 21:08:15	2011-05-03 22:08:36	2011-05-03 20:08:15	2011-05-03 21:08:36
715	2011-05-04	18:08:15	2011-05-04	22:08:36	45	315	*	*	*	*	*	*	*	2011-05-04 18:08:15	2011-05-04 22:08:36	2011-05-04 17:08:15	2011-05-04 21:08:36	2011-05-04 16:08:15	2011-05-04 20:08:36
716	2011-05-06	10:08:15	2011-05-06	10:08:36	270/90	270/90	*	*	*	*	*	*	*	2011-05-06 10:08:15	2011-05-06 10:08:36	2011-05-06 09:08:15	2011-05-06 09:08:36	2011-05-06 08:08:15	2011-05-06 08:08:36
717	2011-05-07	14:08:15	2011-05-07	15:08:36	270	90	*	*	*	*	*	*	*	2011-05-07 14:08:15	2011-05-07 15:08:36	2011-05-07 13:08:15	2011-05-07 14:08:36	2011-05-07 12:08:15	2011-05-07 13:08:36
718	2011-05-09	01:08:15	2011-05-09	01:08:36	315	45	*	*	*	*	*	*	*	2011-05-09 01:08:15	2011-05-09 01:08:36	2011-05-09 00:08:15	2011-05-09 00:08:36	2011-05-08 23:08:15	2011-05-08 23:08:36
719	2011-05-09	16:08:15	2011-05-09	16:08:36	315	45	*	*	*	*	*	*	*	2011-05-09 16:08:15	2011-05-09 16:08:36	2011-05-09 15:08:15	2011-05-09 15:08:36	2011-05-09 14:08:15	2011-05-09 14:08:36
720	2011-05-09	22:08:15	2011-05-09	22:08:36	225/90	270/135	*	*	*	*	*	*	*	2011-05-09 22:08:15	2011-05-09 22:08:36	2011-05-09 21:08:15	2011-05-09 21:08:36	2011-05-09 20:08:15	2011-05-09 20:08:36
721	2011-05-11	04:08:15	2011-05-11	04:08:37	90	270	*	*	*	*	*	*	*	2011-05-11 04:08:15	2011-05-11 04:08:37	2011-05-11 03:08:15	2011-05-11 03:08:37	2011-05-11 02:08:15	2011-05-11 02:08:37
722	2011-05-12	03:08:15	2011-05-12	03:08:37	225	135	*	*	*	*	*	*	*	2011-05-12 03:08:15	2011-05-12 03:08:37	2011-05-12 02:08:15	2011-05-12 02:08:37	2011-05-12 01:08:15	2011-05-12 01:08:37
723	2011-05-12	18:08:15	2011-05-12	21:08:37	225/45	135/315	*	*	*	*	*	*	*	2011-05-12 18:08:15	2011-05-12 21:08:37	2011-05-12 17:08:15	2011-05-12 20:08:37	2011-05-12 16:08:15	2011-05-12 19:08:37
724	2011-05-13	04:08:15	2011-05-13	00:08:37	45	315	*	*	*	*	*	*	*	2011-05-13 04:08:15	2011-05-13 00:08:37	2011-05-13 03:08:15	2011-05-12 23:08:37	2011-05-13 02:08:15	2011-05-12 22:08:37
725	2011-05-13	18:08:15	2011-05-13	19:08:37	135	225	*	*	*	*	*	*	*	2011-05-13 18:08:15	2011-05-13 19:08:37	2011-05-13 17:08:15	2011-05-13 18:08:37	2011-05-13 16:08:15	2011-05-13 17:08:37
726	2011-05-14	22:08:15	2011-05-15	02:08:37	225	135	*	*	*	*	*	*	*	2011-05-14 22:08:15	2011-05-15 02:08:37	2011-05-14 21:08:15	2011-05-15 01:08:37	2011-05-14 20:08:15	2011-05-15 00:08:37
727	2011-05-15	09:08:15	2011-05-15	09:08:37	270	90	*	*	*	*	*	*	*	2011-05-15 09:08:15	2011-05-15 09:08:37	2011-05-15 08:08:15	2011-05-15 08:08:37	2011-05-15 07:08:15	2011-05-15 07:08:37
728	2011-05-15	17:08:15	2011-05-15	22:08:37	90	270	*	*	*	*	*	*	*	2011-05-15 17:08:15	2011-05-15 22:08:37	2011-05-15 16:08:15	2011-05-15 21:08:37	2011-05-15 15:08:15	2011-05-15 20:08:37
729	2011-05-16	21:08:15	2011-05-16	23:08:37	270	90	*	*	*	*	*	*	*	2011-05-16 21:08:15	2011-05-16 23:08:37	2011-05-16 20:08:15	2011-05-16 22:08:37	2011-05-16 19:08:15	2011-05-16 21:08:37
730	2011-05-17	06:08:15	2011-05-17	06:08:37	45	315	*	*	*	*	*	*	*	2011-05-17 06:08:15	2011-05-17 06:08:37	2011-05-17 05:08:15	2011-05-17 05:08:37	2011-05-17 04:08:15	2011-05-17 04:08:37
731	2011-05-17	14:08:15	2011-05-17	14:08:37	315	45	*	*	*	*	*	*	*	2011-05-17 14:08:15	2011-05-17 14:08:37	2011-05-17 13:08:15	2011-05-17 13:08:37	2011-05-17 12:08:15	2011-05-17 12:08:37
732	2011-05-18	19:08:15	2011-05-18	20:08:37	360	360	*	*	*	*	*	*	*	2011-05-18 19:08:15	2011-05-18 20:08:37	2011-05-18 18:08:15	2011-05-18 19:08:37	2011-05-18 17:08:15	2011-05-18 18:08:37
733	2011-05-19	05:08:15	2011-05-19	06:08:37	45	315	*	*	*	*	*	*	*	2011-05-19 05:08:15	2011-05-19 06:08:37	2011-05-19 04:08:15	2011-05-19 05:08:37	2011-05-19 03:08:15	2011-05-19 04:08:37
734	2011-05-20	13:08:15	2011-05-20	13:08:37	315	45	*	*	*	*	*	*	*	2011-05-20 13:08:15	2011-05-20 13:08:37	2011-05-20 12:08:15	2011-05-20 12:08:37	2011-05-20 11:08:15	2011-05-20 11:08:37
735	2011-05-20	22:08:15	2011-05-20	22:08:37	270	90	*	*	*	*	*	*	*	2011-05-20 22:08:15	2011-05-20 22:08:37	2011-05-20 21:08:15	2011-05-20 21:08:37	2011-05-20 20:08:15	2011-05-20 20:08:37
736	2011-05-23	04:08:15	2011-05-23	04:08:38	45	315	*	*	*	*	*	*	*	2011-05-23 04:08:15	2011-05-23 04:08:38	2011-05-23 03:08:15	2011-05-23 03:08:38	2011-05-23 02:08:15	2011-05-23 02:08:38
737	2011-05-23	19:08:15	2011-05-23	19:08:38	270	90	*	*	*	*	*	*	*	2011-05-23 19:08:15	2011-05-23 19:08:38	2011-05-23 18:08:15	2011-05-23 18:08:38	2011-05-23 17:08:15	2011-05-23 17:08:38
738	2011-05-24	00:08:15	2011-05-24	00:08:38	315	45	*	*	*	*	*	*	*	2011-05-24 00:08:15	2011-05-24 00:08:38	2011-05-23 23:08:15	2011-05-23 23:08:38	2011-05-23 22:08:15	2011-05-23 22:08:38
739	2011-05-24	23:08:15	2011-05-24	23:08:38	315	45	*	*	*	*	*	*	*	2011-05-24 23:08:15	2011-05-24 23:08:38	2011-05-24 22:08:15	2011-05-24 22:08:38	2011-05-24 21:08:15	2011-05-24 21:08:38
740	2011-05-25	13:08:15	2011-05-25	13:08:38	90	270	*	*	*	*	*	*	*	2011-05-25 13:08:15	2011-05-25 13:08:38	2011-05-25 12:08:15	2011-05-25 12:08:38	2011-05-25 11:08:15	2011-05-25 11:08:38
741	2011-05-27	19:08:15	2011-05-27	19:08:38	90	270	*	*	*	*	*	*	*	2011-05-27 19:08:15	2011-05-27 19:08:38	2011-05-27 18:08:15	2011-05-27 18:08:38	2011-05-27 17:08:15	2011-05-27 17:08:38
742	2011-05-28	19:08:15	2011-05-28	19:08:38	0	0	*	*	*	*	*	*	*	2011-05-28 19:08:15	2011-05-28 19:08:38	2011-05-28 18:08:15	2011-05-28 18:08:38	2011-05-28 17:08:15	2011-05-28 17:08:38
743	2011-05-29	12:08:15	2011-05-29	12:08:39	90	270	*	*	*	*	*	*	*	2011-05-29 12:08:15	2011-05-29 12:08:39	2011-05-29 11:08:15	2011-05-29 11:08:39	2011-05-29 10:08:15	2011-05-29 10:08:39
744	2011-05-29	17:08:15	2011-05-29	17:08:39	90	270	*	*	*	*	*	*	*	2011-05-29 17:08:15	2011-05-29 17:08:39	2011-05-29 16:08:15	2011-05-29 16:08:39	2011-05-29 15:08:15	2011-05-29 15:08:39
745	2011-05-29	22:08:15	2011-05-29	22:08:39	90	270	*	*	*	*	*	*	*	2011-05-29 22:08:15	2011-05-29 22:08:39	2011-05-29 21:08:15	2011-05-29 21:08:39	2011-05-29 20:08:15	2011-05-29 20:08:39
746	2011-05-30	*	2011-05-30	13:08:39	*	270/45	*	*	*	*	*	*	*		2011-05-30 13:08:39		2011-05-30 12:08:39		2011-05-30 11:08:39
747	2011-05-31	03:08:15	2011-05-31	03:08:39	315	45	*	*	*	*	*	*	*	2011-05-31 03:08:15	2011-05-31 03:08:39	2011-05-31 02:08:15	2011-05-31 02:08:39	2011-05-31 01:08:15	2011-05-31 01:08:39
748	2011-06-01	04:08:15	2011-06-01	06:08:39	90	270	*	*	*	*	*	*	*	2011-06-01 04:08:15	2011-06-01 06:08:39	2011-06-01 03:08:15	2011-06-01 05:08:39	2011-06-01 02:08:15	2011-06-01 04:08:39
749	2011-06-01	13:08:15	2011-06-01	13:08:39	315	45	*	*	*	*	*	*	*	2011-06-01 13:08:15	2011-06-01 13:08:39	2011-06-01 12:08:15	2011-06-01 12:08:39	2011-06-01 11:08:15	2011-06-01 11:08:39
